text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc	pic_desc
gnevь+	гневь+	gnevъ	gněv	Nmsnn		155	3	2	nsubj															
go_rnago	го_рнаго	gornago	goren	Amsgy		155	4	5	amod					1										
wca+	ѡца+	oca	otec	Nmsgy		155	5	3	nmod															
na+	на+	na	na	Sa		155	6	7	case															
nsь.	нсь.	nsъ	nie	Pp1-pg		155	7	2	obl															
eda+	еда+	eda	eda	Qq		155	8	12	advmod															
na+	на+	na	na	Sa		155	9	10	case															
ra_tь+	ра_ть+	ratъ	rat	Nfsnn		155	10	12	obl					1										
samь+	самь+	samъ	sam	Amsnn		155	11	12	advmod															
gredetь	гредеть	gredetъ	gręsti	Vmip3si		155	12	0	root															
																								
i+	и+	i	i	C		156	1	2	cc				And he looked upwards toward the sky with his evil eye,											
vьzre_vь	вьзре_вь	vъzrevъ	vzra	Vmpa-sea	Amsnn	156	2	8	advcl					1										
lukavimь	лꙋкавимь	lukavimъ	lukav	Ansiy		156	3	5	amod															
svoimь+	своимь+	svoimъ	svoi	Ansiy		156	4	5	amod	poss														
ẅko_mь.	ѡ̈ко_мь.	ẅkomъ	oko	Nnsin		156	5	2	obl					1										
nbo	нбо	nbo	nebe	Nnsnn		156	6	2	obl															
i+	и+	i	i	C		156	7	8	cc				and he saw Michael descending as a pillar of fire.											
vide+	виде+	vide	vidja	Vmia3si		156	8	0	root															
mixaila	михаила	mixaila	Mixail	Nmsgy		156	9	8	obj					1										
sьxodešta+	сьходеща+	sъxodešta	sъxoždati	Amsgn	Vmpp-sia	156	10	9	amod															
jako+	ꙗко+	jako	jako (2)	C		156	11	12	mark															
stupь.	стꙋпь.	stupъ	stъlp	Nmsnn		156	12	10	acl															
ẅgn_ьni+	ѡ̈гн_ьни+	ẅgnъni	ognen	Amsny		156	13	12	amod					1										
																								
i+	и+	i	i	C		157	1	2	cc				And he recognized him.											
pozna+	позна+	pozna	poznaja	Vmia3se		157	2	0	root															
ego.	его.	ego	toi	Pp3msg		157	3	2	obj															
																								
krepok	крепок	krepok	krepъk	Amsnn		158	1	0	root				(He was) strong.											
																								
i+	и+	i	i	C		159	1	2	cc				And his face was very beautiful.											
mnogo_lěpno+	много_лѣпно+	mnogolěpno	mnogolěpьn	Ansnn		159	2	0	root					2										
lice+	лице+	lice	lice	Nnsnn		159	3	2	nsubj		46v	/img/satan/46v.JPG												
ego+	его+	ego	toi	Pp3msg		159	4	3	nmod	poss														
beše.	беше.	beše	sъm	Vmii3si		159	5	2	cop															
																								
i+	и+	i	i	C		160	1	2	cc				And Satanael said to his servants:											
rče	рче	rče	reka	Vmia3se		160	2	0	root					1										
satanàilь	сатанàиль	satanailъ	Satanail	Nmsny		160	3	2	nsubj															
slugamь	слꙋгамь	slugamъ	sluga	Nfpdy		160	4	2	obl	iobj														
svoi_mь+	свои_мь+	svoimъ	svoi	Ampdy		160	5	4	amod	poss				1										
																								
mixàilo,	михàило,	mixailo	Mixail	Nmsoy		161	1	4	nsubj				ʺMichael comes from the heavens.ʺ											
wt	ѿ	ot	ot	Sg		161	2	3	case															
nbsь	нбсь	nbsъ	nebe	Nnpgn		161	3	4	obl	abl														
grede_tь.	греде_ть.	gredetъ	gręsti	Vmip3si		161	4	0	root					1										
																								
da+	да+	da	da	C		162	1	3	cc				ʺAnd I know not, whether he comes in good (intent), or bad.ʺ											
ne+	не+	ne	ne	Qz		162	2	3	advmod															
vemь+	вемь+	vemъ	věděti	Vmip1si		162	3	0	root															
ili+	или+	ili	ili	C		162	4	6	cc															
ẅ+	ѡ̈+	ẅ	o (2)	Sl		162	5	6	case															
dobre	добре	dobre	dobro	Nnsln		162	6	10	obl					1										
ili+	или+	ili	ili	C		162	7	9	cc															
ẅ+	ѡ̈+	ẅ	o (2)	Sl		162	8	9	case															
zlì.	злѝ.	zli	zlo	Nfsdn		162	9	6	conj															
gredetь+	гредеть+	gredetъ	gręsti	Vmip3si		162	10	3	advcl															
																								
na+	на+	na	pa	C		163	1	2	cc				ʺSo, let us go to meet him, to see, by what works (?) is he going.ʺ			Use of <i>na</i> as a conjunction comes in the whole manuscript - possibly a misreading of <i>pa</i> ?								
izi_dimo.	изи_димо.	izidimo	izida	Vmm-1pe		163	2	0	root					1										
vь+	вь+	vъ	v	Sa		163	3	4	case															
sretenïe	сретенїе	sretenie	sretenie	Nnsnn		163	4	2	obl															
emú	емꙋ́	emu	toi	Pp3msd		163	5	4	nmod	iobj				1										
da+	да+	da	da	C		163	6	7	mark															
vdimo+	вдимо+	vdimo	vidja	Vmip1pi		163	7	2	advcl															
koimь+	коимь+	koimъ	koi	Amsiy		163	8	9	amod	mark														
delomь	деломь	delomъ	delo	Nnsin		163	9	10	obl					1										
idětь+	идѣть+	idětъ	ida	Vmip3si		163	10	7	advcl															
kь+	кь+	kъ	k	Sd		163	11	12	case															
namь.	намь.	namъ	nie	Pp1-pd		163	12	10	obl															
																								
i+	и+	i	i	C		164	1	2	cc				And all of his forces went to meet Michael.											
podoše	подоше	podoše	poida	Vmia3pe		164	2	0	root					1										
vse+	все+	vse	vse	Afpnn		164	3	4	amod	det														
sile	силе	sile	sila	Nfpnn	Nfsdn	164	4	2	nsubj															
ego.	его.	ego	toi	Pp3msg		164	5	4	nmod	poss														
vь+	вь+	vъ	v	Sa		164	6	7	case															
srětenïe	срѣтенїе	srětenie	sretenie	Nnsnn		164	7	2	obl					1										
míxaílu.	ми́хаи́лꙋ.	mixailu	Mixail	Nmsdy		164	8	7	nmod	iobj														
																								
i+	и+	i	i	C		165	1	2	cc				And (they saw?) a vision: the deadly sword.											
vděnïe+	вдѣнїе+	vděnie	videnie	Nnsnn		165	2	0	root															
eže	еже	eže	iže	Pr-nsn		165	3	6	mark					1										
vděše.	вдѣше.	vděše	vidja	Vmii3si		165	4	2	acl															
sьmrь´tnonosni	сьмрь́тноносни	sъmrъtnonosni	smъrtonosen	Amsny		165	5	6	amod					1										
mačь`.	мачь̀.	mačъ	meč	Nmsnn		165	6	4	obj															
																								
i+	и+	i	i	C		166	1	4	cc				And they were not daring to come closer to him.											
ne+	не+	ne	ne	Qz		166	2	3	advmod															
smijaxu+	смиꙗхꙋ+	smijaxu	smeja	Vmii3pi		166	3	4	aux															
pris_tupiti	прис_тꙋпити	pristupiti	pristъpja	Vmn---e		166	4	0	root					1										
kь+	кь+	kъ	k	Sd		166	5	6	case															
nemu.	немꙋ.	nemu	toi	Pp3msd		166	6	4	obl															
																								
wt+	ѿ+	ot	ot	Sg		167	1	2	case				The heavens were opening by the sound (lit. voice) of his wings.											
glasь+	глась+	glasъ	glas	Nmsnn		167	2	5	obl															
kri_lu+	кри_лꙋ+	krilu	krilo	Nndgn		167	3	2	nmod					1										
ego+	его+	ego	toi	Pp3msg		167	4	3	nmod	poss														
rastupaxu	растꙋпахꙋ	rastupaxu	razstъpvam	Vmii3pi		167	5	0	root															
se+	се+	se	se	Px---a		167	6	5	expl															
nbsa	нбса	nbsa	nebe	Nnpnn		167	7	5	nsubj					1										
																								
i+	и+	i	i	C		168	1	2	cc				And evil devils were falling (as far as) 3 shots.											
wtpadaxu.	ѿпадахꙋ.	otpadaxu	otpadam	Vmii3pi		168	2	0	root															
lukavi+	лꙋкави+	lukavi	lukav	Ampnn		168	3	4	amod															
běsi	бѣси	běsi	běs	Nmpny		168	4	2	nsubj					1										
*g*	·г·	*g*	3	Mc		168	5	6	nummod															
paprišta	паприща	paprišta	pъprište	Nnpnn		168	6	2	obl															
																								
i+	и+	i	i	C		169	1	2	cc				And they were falling on the ground down.											
padaxu+	падахꙋ+	padaxu	padam	Vmii3pi		169	2	0	root															
nica	ница	nica	nicь	R	Nmsgn	169	3	5	amod					1										
na+	на+	na	na	Sa		169	4	5	case															
zémljù.	зе́млю̀.	zemlju	zemlja	Nfsan		169	5	2	obl	lat														
																								
to+	то+	to	to	Qd		170	1	3	obj				And evil Satanael saw that (as an evidence), that Michael goes with bad (intent) to him.											
že	же	že	že	Qg		170	2	3	cc															
uvide	ꙋвиде	uvide	uvidja	Vmia3se		170	3	0	root					1										
lukavi	лꙋкави	lukavi	lukav	Amsny		170	4	5	amod															
satanailь	сатанаиль	satanailъ	Satanail	Nmsny		170	5	3	nsubj															
jako	ꙗко	jako	jako (2)	C		170	6	9	mark					2										
ẅ+	ѡ̈+	ẅ	o (2)	Sl		170	7	8	case		47r	/img/satan/47r.JPG												
zlě+	злѣ+	zlě	zlo	Nnsln		170	8	9	obl															
idetь+	идеть+	idetъ	ida	Vmip3si		170	9	3	advcl															
mixàilo+	михàило+	mixailo	Mixail	Nmsoy		170	10	9	nsubj															
kь	кь	kъ	k	Sd		170	11	12	case					1										
nemu.	немꙋ.	nemu	toi	Pp3msd		170	12	9	obl															
																								
i+	и+	i	i	C		171	1	2	cc				And he took his fiery sword and his arrows.											
zetь+	зеть+	zetъ	zema	Vmia3se	Vmip3se	171	2	0	root															
mačь`+	мачь̀+	mačъ	meč	Nmsnn		171	3	2	obj															
svoi	свои	svoi	svoi	Amsny		171	4	3	amod	poss				1										
iwgnì.	иѡгнѝ.	iogni	ognen	Amsny		171	5	3	amod															
i+	и+	i	i	C		171	6	7	cc															
strlì+	стрлѝ+	strli	strela	Nfpnn		171	7	3	conj															
svoe+	свое+	svoe	svoi	Afpny		171	8	7	amod	poss														
																								
i+	и+	i	i	C		172	1	4	cc				And he strung his bow.											
lukь	лꙋкь	lukъ	lъk	Nmsnn		172	2	4	obj					1										
svoi.	свои.	svoi	svoi	Amsny		172	3	2	amod	poss														
naprěže	напрѣже	naprěže	napregna	Vmia3se		172	4	0	root															
																								
i+	и+	i	i	C		173	1	2	cc				And he prepared against Michael as to a battle.											
ugotove+	ꙋготове+	ugotove	ugotovljati	Vmia3se		173	2	0	root															
s[e]	с[е]	se	se	Px---a		173	3	2	expl					1										
jako+	ꙗко+	jako	jako (2)	C		173	4	6	mark															
na	на	na	na	Sa		173	5	6	case															
branь+	брань+	branъ	bran	Nfsnn		173	6	2	advcl															
na+	на+	na	na	Sa		173	7	8	case															
mìxaila.	мѝхаила.	mixaila	Mixail	Nmsgy		173	8	2	obl					1										
																								
togda	тогда	togda	togda	Pr		174	1	3	advmod				Then, Michael descended on a rock.											
mixailo.	михаило.	mixailo	Mixail	Nmsoy		174	2	3	nsubj															
sleze+	слезе+	sleze	slezna	Vmia3se		174	3	0	root															
na+	на+	na	na	Sa		174	4	5	case															
ka_menь.	ка_мень.	kamenъ	kamen	Nmsnn	Nmsan	174	5	3	obl	lat				1		In OCS, it could be interpreted as a m.sg.acc form.								
																								
i+	и+	i	i	C		175	1	2	cc				And he made a sign to the earth.											
znamena+	знамена+	znamena	znamenati	Vmia3se		175	2	0	root															
zemljù	землю̀	zemlju	zemlja	Nfsan		175	3	2	obj					1										
																								
i+	и+	i	i	C		176	1	2	cc				And he said to the earth:											
rče+	рче+	rče	reka	Vmia3se		176	2	0	root															
zemli	земли	zemli	zemlja	Nfsdn		176	3	2	obl	iobj														
																								
tako+	тако+	tako	taka	Pr		177	1	2	advmod				ʺThus spoke the Lord to you:ʺ											
gle	гле	gle	glagolati	Vmip3si		177	2	0	root															
ti	ти	ti	ty	Pp2-sd	Pp2-sn	177	3	2	obl	iobj				1										
gь.	гь.	gъ	Gospod	Nmsny		177	4	2	nsubj															
																								
stanemь	станемь	stanemъ	stana	Vmip1pe	Vmm-1pe	178	1	0	root				ʺMay we stand well!ʺ											
dobre.	добре.	dobre	dobre	R		178	2	1	advmod															
																								
sta_nemь	ста_немь	stanemъ	stana	Vmip1pe	Vmm-1pe	179	1	0	root				ʺMay we stand in fear (of God)!ʺ	1										
sь+	сь+	sъ	s	Si		179	2	3	case															
straxomь.	страхомь.	straxomъ	strax	Nmsin		179	3	1	obl															
																								
to_gda	то_гда	togda	togda	Pr		180	1	8	advmod				Then, the earth and everything on it became silent.	1										
zemlà+	землà+	zemla	zemlja	Nfsnn		180	2	8	nsubj															
i+	и+	i	i	C		180	3	4	cc															
vsa+	вса+	vsa	vse	Nnpnn		180	4	2	conj															
jaže+	ꙗже+	jaže	iže	Pr-npn		180	5	7	mark															
na+	на+	na	na	Sl		180	6	7	case															
nei	неи	nei	tja	Pp3fsd		180	7	4	acl	loc				1										
ukrotiše+	ꙋкротише+	ukrotiše	ukrotja	Vmia3pe		180	8	0	root															
s[e].	с[е].	se	se	Px---a		180	9	8	expl															
																								
i+	и+	i	i	C		181	1	2	cc				And silence fell by the command of Michael.											
bistь+	бисть+	bistъ	bъda	Vmia3se		181	2	0	root															
tiši_na	тиши_на	tišina	tišina	Nfsnn		181	3	2	nsubj					1										
po	по	po	po	Sd		181	4	5	case															
velenïju	веленїю	veleniju	velěnie	Nnsdn		181	5	2	obl															
mixàilo_vu.	михàило_вꙋ.	mixailovu	Mixailov	Amsdn		181	6	5	amod	poss				1										
																								
i+	и+	i	i	C		182	1	2	cc				And he saw the heavens (looking) like an ice, and the dark sun, and the pale moon.											
vdě+	вдѣ+	vdě	vidja	Vmia3si		182	2	0	root															
nbsa	нбса	nbsa	nebe	Nnpnn		182	3	2	obj															
jako+	ꙗко+	jako	jako (2)	C		182	4	5	mark															
ledь	ледь	ledъ	led	Nmsnn		182	5	3	acl															
i+	и+	i	i	C		182	6	7	cc															
sl_nce	сл_нце	slnce	slъnce	Nnsnn		182	7	3	conj					1										
tamno	тамно	tamno	tъmen	Ansnn		182	8	7	amod															
i+	и+	i	i	C		182	9	10	cc															
mscь	мсць	mscъ	mesec	Nmsnn		182	10	7	conj															
blě`dь	блѣ̀дь	blědъ	bled	Amsnn		182	11	10	amod					1										
																								
i+	и+	i	i	C		183	1	4	cc				And Michael saw all of that.											
ta+	та+	ta	ta	C		183	2	3	det															
vsa+	вса+	vsa	vse	Anpnn		183	3	4	obj															
vdě+	вдѣ+	vdě	vidja	Vmia3si		183	4	0	root															
míxailò.	ми́хаило̀.	mixailo	Mixail	Nmsoy		183	5	4	nsubj															
																								
i+	и+	i	i	C		184	1	2	cc				And he said a lie to praise him.											
rče	рче	rče	reka	Vmia3se		184	2	0	root					1										
lьžu	льжꙋ	lъžu	lъža	Nfsan		184	3	2	obj															
poxválíti+	похвáли́ти+	poxvaliti	poxvalja	Vmn---e		184	4	2	advcl															
ego.	его.	ego	toi	Pp3msg		184	5	4	obj															
																								
i+	и+	i	i	C		185	1	2	cc				And he said:	1										
gle+	гле+	gle	glagolati	Vmip3si	Vmpp-sia	185	2	0	root							The form can reflect both a participle (<i>glagolę</i>) and a truncated 3sg.prs form (<i>glagolje-tъ</i>).								
																								
ẅ+	ѡ̈+	ẅ	o	I		186	1	2	discourse				ʺO son, I saw your good works, and your cunning, and your great forces.ʺ											
sinè	синѐ	sine	sin	Nmsvy		186	2	3	vocative							Punčo: <i>o silne</i>								
vděxь+	вдѣхь+	vděxъ	vidja	Vmia1si		186	3	0	root															
dela+	дела+	dela	delo	Nnpnn		186	4	3	obj															
tvoa	твоа	tvoa	tvoi	Anpny		186	5	4	amod	poss				2										
dobra	добра	dobra	dobъr	Anpnn		186	6	4	amod		47v	/img/satan/47v.JPG												
i+	и+	i	i	C		186	7	9	cc															
tvoja	твоꙗ	tvoja	tvoi	Anpny		186	8	9	amod	poss														
xitrosti	хитрости	xitrosti	xitrost	Nfpnn		186	9	4	conj					1										
i+	и+	i	i	C		186	10	11	cc															
sili+	сили+	sili	sila	Nfpnn		186	11	9	conj															
tvoe+	твое+	tvoe	tvoi	Afpny		186	12	11	amod	poss														
velike.	велике.	velike	velik	Afpnn		186	13	11	amod															
																								
i+	и+	i	i	C		187	1	5	cc				ʺAnd your works are better (?) made than (those) of the Highest Father.ʺ			Punčo: <i>če e bila tvoja+ta rabota po+golema o višnjago o-ca</i>								
dě_la	дѣ_ла	děla	delo	Nnpnn		187	2	5	nsubj					1										
tvoja	твоꙗ	tvoja	tvoi	Anpny		187	3	2	amod	poss														
dobro	добро	dobro	dobre	R		187	4	5	advmod															
sьtvore_na.	сьтворе_на.	sъtvorena	sъtvorja	Anpnn	Vmpa-pe	187	5	0	root					1										
wt+	ѿ+	ot	ot	Sg		187	6	8	case															
višnago	вишнаго	višnago	višen	Amsgy		187	7	8	amod															
ẅca.	ѡ̈ца.	ẅca	otec	Nmsgy		187	8	5	obl															
																								
a+	а+	a	a	C		188	1	3	cc				ʺAnd you are preparing arrows and your bow?ʺ											
ti	ти	ti	ty	Pp2-sd	Pp2-sn	188	2	3	nsubj					1										
gotovišь+	готовишь+	gotovišъ	gotvja	Vmip2si		188	3	0	root															
strěli.	стрѣли.	strěli	strela	Nfpnn		188	4	3	obj															
i+	и+	i	i	C		188	5	6	cc															
lu_kь+	лꙋ_кь+	lukъ	lъk	Nmsnn		188	6	4	conj					1										
svoi	свои	svoi	svoi	Amsny		188	7	6	amod	poss														
																								
i+	и+	i	i	C		189	1	4	cc				ʺAnd you sharpen your sword against me?ʺ											
mьčь+	мьчь+	mъčъ	meč	Nmsnn		189	2	4	obj															
svoi+	свои+	svoi	svoi	Amsny		189	3	2	amod	poss														
ẅst_riši+	ѡ̈ст_риши+	ẅstriši	ostrja	Vmip2si		189	4	0	root					1										
na	на	na	na	Sa		189	5	6	case															
me.	ме.	me	az	Pp1-sa		189	6	4	obl															
																								
jako+	ꙗко+	jako	jako (2)	C		190	1	3	mark				ʺYou prepare yourself for a battle against me.ʺ											
na+	на+	na	na	Sa		190	2	3	case															
bra_nь.	бра_нь.	branъ	bran	Nfsnn		190	3	4	advcl					1										
