text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc
nadéždoù	наде́ждоу̀	nadeždou	nadežda	Nfsan		64	3	7	obj														
krómě	кро́мѣ	kromě	kromě	Sg		64	4	5	case														
tébě	те́бѣ	tebě	ty	Pp2-sd		64	5	7	obl														
ne	не	ne	ne	Qz		64	6	7	advmod														
imámь..	имáмь..	imamъ	imam	Vmip1si		64	7	0	root					1									
																							
Síce	Си́це	sice	sice	R		65	1	14	advmod				thus, wholeheartedly (ʺwholesoul-lyʺ) praying									7	Death of Petka
oúbò	оу́бо̀	oubo	ubo	C		65	2	14	cc														
vьsè_dšьně	вьсѐ_дшьнѣ	vъsedšъně	vьsedušьně	R		65	3	4	advmod														
pomól'ši+	помо́л͛ши+	pomolši	pomolja	Vmpa-sea	Afsnn	65	4	14	advcl														
se.	се.	se	se	Px---a		65	5	4	expl					1									
í	и́	i	i	C		65	6	11	cc				settling all her hope on the Mother of God										
vьsoù	вьсоу̀	vъsou	vse	Afsan		65	7	8	amod	det													
nadéždoù	наде́ждоу̀	nadeždou	nadežda	Nfsan		65	8	11	obj														
ná	нá	na	na	Sa		65	9	10	case														
bgo_mtére	бго_мте́ре	bgomtere	Bogomati	Nfsgy		65	10	11	obl	lat						Kałužniacki 1901: na bogomaterъ vьzvrьgši							
vъ_z'vrь´g'šii,	въ_з͛врь́г͛шии,	vъzvrъgšii	vъzvrěšti	Vmpa-sea	Afsny	65	11	4	conj					1		NBKM 665: na bgomte_rъ vъzrъg'ši+se							
kь+	кь+	kъ	k	Sd		65	12	16	case				she directed herself towards her homeland										
svojemu	своѥмꙋ	svojemu	svoi	Ansdy		65	13	16	amod	poss													
oústrь´mi+	оу́стрь́ми+	oustrъmi	ustremja	Vmia3se		65	14	0	root														
se	се	se	se	Px---a		65	15	14	expl														
wtčь´_stvou.	ѿчь́_ствоу.	otčъstvou	otečestvo	Nnsdn		65	16	14	obl	lat				1									
																							
Došь´d'ši+	Дошь́д͛ши+	došъdši	doida	Vmpa-sea	Afsnn	66	1	4	advcl				and as she reached Epibates										
že	же	že	že	Qd		66	2	4	cc														
épïvati,	е́пївати,	epivati	Epivat	Nnpnn		66	3	1	obj														
prě_bystь	прѣ_бысть	prěbistъ	prebъda	Vmia3se		66	4	0	root				she spent there a long (ʺnot just a bitʺ) time	1									
támo	тáмо	tamo	tamo	R	Pr---a	66	5	4	advmod														
vrě´me	врѣ́ме	vrěme	vreme	Nnsnn		66	6	4	obj														
ne+	не+	ne	ne	Qz		66	7	8	amod														
málo,	мáло,	malo	malo	R		66	8	6	amod														
troúdy	троу́ды	troudi	trud	Nmpnn		66	9	16	obj				adding works to works and pains to pains	2									
kъ+	къ+	kъ	k	Sd		66	10	11	case		195r	/img/petka/000393.jpg											
troúdomь,	троу́домь,	troudomъ	trud	Nmpdn		66	11	16	obl	lat													
í	и́	i	i	C		66	12	13	cc														
bolě´zny	болѣ́зны	bolězni	bolěznь	Nfpnn		66	13	9	conj														
kь+	кь+	kъ	k	Sd		66	14	15	case														
bolě´zne_mь	болѣ́зне_мь	bolěznemъ	bolěznь	Nfpdn		66	15	11	conj					1									
prilágaè.	прилáгаѐ.	prilagae	priljagam	Vmpp-sia	Amsnn	66	16	4	advcl							Kałužniacki 1901: prilagajušti							
postómь	посто́мь	postomъ	post	Nmsin		66	17	21	obl				making herself beautiful by fasting and staying awake										
í	и́	i	i	C		66	18	19	cc														
bdě´nïemь	бдѣ́нїемь	bděniemъ	bdenie	Nnsin		66	19	17	conj					1									
sébe	се́бе	sebe	se	Px---g		66	20	21	obj														
oúkrášajè,	оу́крáшаѥ̀,	oukrašaje	ukrasja	Vmpp-sia	Amsnn	66	21	16	conj							Kałužniacki 1901: oukrašajušti							
i+	и+	i	i	C		66	22	27	cc														
édína	е́ди́на	edina	edin	Amsgn		66	23	27	obj				and thinking about a single thing (?)										
kь+	кь+	kъ	k	Sd		66	24	25	case							Kałužniacki 1901: edina edinomu vynou besědoujušti							
jedínomu	ѥди́номꙋ	jedinomu	edin	Amsdy		66	25	27	obl					1									
vínou	ви́ноу	vinou	vynǫ	R		66	26	25	advmod														
besě´doujuštïi..	бесѣ́доующїи..	besědoujuštii	besědovati	Vmpp-sia	Afsny	66	27	21	conj														
																							
Vrě´meni+	Врѣ́мени+	vrěmeni	vreme	Nnsdn		67	1	5	nsubj				and after some (ʺnot just a bitʺ) time passed										
že	же	že	že	Qd		67	2	11	cc					1									
ne+	не+	ne	ne	Qz		67	3	4	amod														
málu	мáлꙋ	malu	malo	Ansdn		67	4	1	amod														
mímošьd'šoù.	ми́мошьд͛шоу̀.	mimošъdšou	mimoiti	Vmpa-sea	Afsan	67	5	11	advcl														
svojè	своѥ̀	svoje	svoi	Ansny		67	6	7	amod	poss			she understood that she will depart from this world (ʺwhich is from henceʺ)										
wtxóždenïe	ѿхо́жденїе	otxoždenie	otxoždane	Nnsnn		67	7	11	obj					1									
jéže	ѥ́же	ježe	iže	Pr-nsn		67	8	10	mark														
wt+	ѿ+	ot	ot	Sg		67	9	10	case														
soúdou	соу́доу	soudou	sьde	R	Pr---g	67	10	7	acl	abl													
razoúmě.	разоу́мѣ.	razoumě	razumeja	Vmia3se		67	11	0	root														
																							
ábïe+	áбїе+	abie	abie	R		68	1	6	advmod				She turned herself immediately to prayer.			Cejtlin et al. 63: abije 'sejčas že, totčas, ihned'							
že	же	že	že	Qd		68	2	6	cc					1									
ná+	нá+	na	na	Sa		68	3	4	case														
mltvu	млтвꙋ	mltvu	molitva	Nfsan		68	4	6	obl	lat													
sébe	се́бе	sebe	se	Px---g		68	5	6	obj														
w´bráti,	ѡ́брáти,	obrati	obrěšti	Vmia3se		68	6	0	root														
																							
í+	и́+	i	i	C		69	1	4	cc				and watered the face of the Earth with (her) tears										
slь´zami	сль́зами	slъzami	sъlza	Nfpin		69	2	4	obl														
zé_mlьnoè	зе́_мльноѐ	zemlъnoe	zemlen	Ansny		69	3	5	amod					1									
w´blývàše	ѡ́блы́вàше	oblivaše	oblivam	Vmii3si		69	4	0	root														
líce.	ли́це.	lice	lice	Nnsnn		69	5	4	obj														
Člkoljúbče	Члколю́бче	člkoljubče	človekoljubec	Nmsvy		69	6	12	vocative				ʺo Lord, lover of humanity,ʺ	1									
vldko	влдко	vldko	vladika	Nfsvy		69	7	6	appos														
gljúštiʺ.	глю́щи̏.	gljuštii	glagolati	Vmpp-sia	Afsny	69	8	4	advcl				saying										
dá+	дá+	da	da	C		69	9	12	aux	opt			ʺdo not frown upon me, your pitiful servantʺ			Kałužniacki 1901: da me ne prězriši, svoju ouboguju rabou, iže radi tvojego prěsvetago imene vьsa wstavlьšuju							
me	ме	me	az	Pp1-sa		69	10	15	expl														
ne+	не+	ne	ne	Qz		69	11	12	advmod														
prězriši	прѣзриши	prězriši	prezra	Vmip2se		69	12	8	advcl														
svojù	свою̀	svoju	svoi	Afsay		69	13	15	amod	poss				1									
oúbógujù	оу́бо́гꙋю̀	ouboguju	ubog	Afsay		69	14	15	amod														
rábou,	рáбоу,	rabou	raba	Nfsay		69	15	12	obj														
íže	и́же	iže	iže	Pr-msn		69	16	23	mark				ʺwho left everything behind for your holy nameʺ										
rádì	рáдѝ	radi	radi	Sg		69	17	20	case														
tvoego	твоего	tvoego	tvoi	Ansgy		69	18	20	amod	poss													
prě_stgo	прѣ_стго	prěstgo	presvęt	Ansgy		69	19	20	amod					1									
íméne	и́ме́не	imene	ime	Nnsgn		69	20	22	obl														
vьsà	вьсà	vъsa	vse	Amsgn		69	21	22	obj														
w´stávlьšujù,	ѡ́стáвльшꙋю̀,	ostavlъšuju	ostavja	Vmpa-sea	Afsay	69	22	14	acl														
í+	и́+	i	i	C		69	23	25	cc				ʺand followed youʺ										
tébě	те́бѣ	tebě	ty	Pp2-sd		69	24	25	obj					1									
poslě´dovav'šujù.	послѣ́довав͛шꙋю̀.	poslědovavšuju	posledvam	Vmpa-sea	Afsay	69	25	22	conj														
																							
í+	и́+	i	i	C		70	1	6	cc				ʺand now, o Lord, generously command a peaceful angelʺ										
nnja	ннꙗ	nnja	nyně	R		70	2	6	advmod														
vьsè	вьсѐ	vъse	vse	R		70	3	4	advmod														
štédre	ще́дре	štedre	štedro	R		70	4	6	advmod					1									
gi.	ги.	gi	Gospod	Nmsvy		70	5	6	vocative														
povélì	пове́лѝ	poveli	povelja	Vmm-2se		70	6	0	root														
ágglu	áгглꙋ	agglu	angel	Nmsdy		70	7	6	obl	iobj													
mír'noù	ми́р͛ноу̀	mirnou	miren	Amsdn		70	8	7	amod														
prijeti	приѥти	prijeti	priema	Vmn---e		70	9	6	advcl				ʺto peacefuly take my poor soulʺ										
mí_rno	ми́_рно	mirno	mirno	R		70	10	9	advmod					1									
oúbóguju+	оу́бо́гꙋю+	ouboguju	ubog	Afsay		70	11	13	amod														
mi	ми	mi	az	Pp1-sd		70	12	13	nmod	poss													
dšou.	дшоу.	dšou	duša	Nfsay		70	13	9	obj														
																							
í+	и́+	i	i	C		71	1	4	cc				ʺand that my ascent won't be barred by unclean and tainted and evil demonsʺ										
da	да	da	da	C		71	2	4	aux	opt													
ne+	не+	ne	ne	Qz		71	3	4	advmod														
vьz'brá_nьn'+	вьз͛брá_ньн͛+	vъzbranъn	vъzbranja	Vmpa-se	Amsnn	71	4	0	root					1									
mì	мѝ	mi	az	Pp1-sd		71	5	4	obl	iobj													
boúdetь	боу́деть	boudetъ	bъda	Vaip3se		71	6	4	aux	pass													
vьsxódь	вьсхо́дь	vъsxodъ	vъzxod	Nmsnn		71	7	4	nsubj														
wt+	ѿ+	ot	ot	Sg		71	8	15	case														
ne+	не+	ne	ne	Qz		71	9	10	amod														
čístyʺxь	чи́сты̏хь	čistixъ	čist	Ampgy		71	10	15	amod					1									
í+	и́+	i	i	C		71	11	12	cc														
skvrь´n'nyʺxь	скврь́н͛ны̏хь	skvrъnnixъ	skvrъnьnъ	Ampgy		71	12	10	conj														
i+	и+	i	i	C		71	13	14	cc														
loúkavïixь	лоу́кавїихь	loukaviixъ	lukav	Ampgy		71	14	12	conj														
běsw´vьʺ.	бѣсѡ́вь̏.	běsovъ	běs	Nmpgy		71	15	4	obl	abl				1									
																							
nьʺ	нь̏	nъ	no	C		72	1	2	cc				ʺbut make me capable to stand daringly before your awesome throneʺ										
spodw´bi+	сподѡ́би+	spodobi	spodobja	Vmm-2se		72	2	0	root														
me	ме	me	az	Pp1-sa		72	3	2	obj														
sь+	сь+	sъ	s	Si		72	4	5	case														
drь´znovenïemь	дрь́зновенїемь	drъznoveniemъ	drъznovenie	Nnsin		72	5	6	obl														
prědstá_ti	прѣдстá_ти	prědstati	predstoja	Vmn---e		72	6	2	advcl					1									
tvojemou	твоѥмоу	tvojemou	tvoi	Amsdy		72	7	9	amod	poss													
strášnomu	стрáшномꙋ	strašnomu	strašen	Amsdy		72	8	9	amod														
prěstólou.	прѣсто́лоу.	prěstolou	prestol	Nmsdn		72	9	6	obl	iobj				1									
																							
jáko	ꙗ́ко	jako	jako (2)	C		73	1	2	cc				ʺbecause you are blessed, o Lord, in eternityʺ										
blsvénь	блсве́нь	blsvenъ	blagoslovja	Vmpa-si	Amsnn	73	2	0	root	pass													
jesi	ѥси	jesi	sъm	Vmip2si		73	3	2	cop														
vь+	вь+	vъ	v	Sl		73	4	5	case														
vě´ky	вѣ́кы	věki	vek	Nmpnn		73	5	2	obl	lat													
vě´kom	вѣ́ком	věkom	vek	Nmpdn		73	6	5	nmod	poss													
																							
ámïnь♦	áмїнь♦	aminъ	amin	I		74	1	0	root				ʺamenʺ	1									
																							
I	И	i	i	C		75	1	8	cc				and thus she gave her blessed soul to God's hands										
táko	тáко	tako	taka	Pr		75	2	8	advmod														
blžén'noujù	блже́н͛ноую̀	blžennouju	blažen	Afsay		75	3	5	amod														
svojù	свою̀	svoju	svoi	Afsay		75	4	5	amod	poss													
dšu	дшꙋ	dšu	duša	Nfsay		75	5	8	obj														
vь+	вь+	vъ	v	Sa		75	6	7	case														
roú_cě	роу́_цѣ	roucě	rъka	Nfdnn		75	7	8	obl	lat				1									
prědástь	прѣдáсть	prědastъ	predam	Vmia3se		75	8	0	root														
bžïi.	бжїи.	bžii	božii	Afpny		75	9	7	amod	poss													
																							
Tě´lo+	Тѣ́ло+	Tělo	tělo	Nnsnn		76	1	4	nsubj				and her body was put to a grave by some Christ-lovers										
že	же	že	že	Qd		76	2	4	cc														
jeè	ѥѐ	jee	tja	Pp3fsg		76	3	1	nmod	poss				1									
polóženo	поло́жено	položeno	položa	Vmpa-se	Ansnn	76	4	0	root	pass													
býstь	бы́сть	bistъ	sъm	Vaia3si		76	5	4	aux	pass													
vь+	вь+	vъ	v	Sl		76	6	7	case														
gróbě	гро́бѣ	grobě	grob	Nmsln		76	7	4	obl	loc													
wt+	ѿ+	ot	ot	Sg		76	8	10	case														
někótorïix	нѣко́торїих	někotoriix	někotori	Ampgy		76	9	10	amod	det				2									
xrístoljúbcь.	хри́столю́бць.	xristoljubcъ	xristoljubьcь	Nmpgy		76	10	4	obl		195v	/img/petka/000394.jpg											
																							
ne+	не+	ne	ne	Qz		77	1	3	advmod				for she didn't tell anyone who she was and whence she came										
bò	бо̀	bo	bo	C		77	2	3	cc														
w´bьjavì	ѡ́бьꙗвѝ	obъjavi	objavja	Vmia3se		77	3	0	root														
sébe	се́бе	sebe	se	Px---g		77	4	3	obj														
kó_mu	ко́_мꙋ	komu	kъto	Pq---d		77	5	3	obl	iobj				1									
ktoʺ	кто̏	kto	kъto	Pq---n		77	6	3	advcl	pred													
i+	и+	i	i	C		77	7	9	cc														
wt+	ѿ+	ot	ot	Sg		77	8	9	case														
koúdu	коу́дꙋ	koudu	kǫdu	R	Pq---g	77	9	6	conj														
běʺ.	бѣ̏.	bě	sъm	Vmii3si		77	10	6	cop														
																							
nь`	нь̀	nъ	no	C		78	1	4	cc				but she remained unknown until the day of her ascent to the Lord										
běʺ	бѣ̏	bě	sъm	Vaia3si		78	2	4	aux	pass													
ne+	не+	ne	ne	Qz		78	3	4	advmod														
pozná_vaemà	познá_ваемà	poznavaema	poznaja	Vmpp-si	Afsnn	78	4	0	root	pass				1									
do+	до+	do	do	Sg		78	5	6	case														
dne	дне	dne	den	Nmsgn		78	6	4	obl														
ísxóda	и́схо́да	isxoda	izxod	Nmsgn		78	7	6	nmod														
jeè	ѥѐ	jee	tja	Pp3fsg		78	8	7	nmod	poss													
jéže	ѥ́же	ježe	iže	Pr-nsn		78	9	11	mark														
kъ+	къ+	kъ	k	Sd		78	10	11	case														
gou♦	гоу♦	gou	Gospod	Nmsdy		78	11	6	acl					1									
																							
Sícevïi	Си́цевїи	sicevii	sicev	Ampny		79	1	0	root				such were the deeds of the Reverend Petka									8	Discovery of the Relics
podvízy	подви́зы	podvizi	podvig	Nmpnn		79	2	1	nsubj														
prěpodwbnyjè	прѣподѡбныѥ̀	prěpodobnije	prepodoben	Afsgy		79	3	4	amod														
pé_tky.	пе́_ткы.	petki	Petka	Nfsgy		79	4	2	nmod	poss				1									
																							
sícevi	си́цеви	sicevi	sicev	Afpnn		80	1	0	root				such were the struggles of (our) spiritual mother										
bór'by	бо́р͛бы	borbi	borba	Nfpnn		80	2	1	nsubj														
dxóvnyjè	дхо́вныѥ̀	dxovnije	duxoven	Afsgy		80	3	4	amod														
mté_re.	мте́_ре.	mtere	mati	Nfsgy		80	4	2	nmod	poss				1									
jáže	ꙗ́же	jaže	iže	Pr-fsn		80	5	18	mark				who walked the earth for a short time and suffered badly										
vь+	вь+	vъ	v	Sl		80	6	8	case														
málo	мáло	malo	malo	R		80	7	8	amod														
vrě´me	врѣ́ме	vrěme	vreme	Nnsnn		80	8	11	obl	loc													
na+	на+	na	na	Sl		80	9	10	case														
zémlì	зе́млѝ	zemli	zemlja	Nfsdn		80	10	11	obl	loc													
po_dvíg'ši+	по_дви́г͛ши+	podvigši	podvizati	Vmpa-sea	Afsnn	80	11	18	advcl					1									
se,	се,	se	se	Px---a		80	12	11	expl														
í+	и́+	i	i	C		80	13	14	cc														
zlò_strádav'šïi,	зло̀_стрáдав͛шїи,	zlostradavšii	zlostradati	Vmpa-sia	Afsny	80	14	11	conj														
véli_kouʺ	ве́ли_коу̏	velikou	velik	Afsan		80	15	19	amod				(but then) received great glory in the heavens	1									
na+	на+	na	na	Sl		80	16	17	case														
nbsě´xь	нбсѣ́хь	nbsěxъ	nebe	Nnpln		80	17	18	obl	loc													
vьsprijetь	вьсприѥть	vъsprijetъ	vъzpriema	Vmia3se		80	18	4	acl														
slávou..	слáвоу..	slavou	slava	Nfsan		80	19	18	obj					1									
																							
Nьʺ	Нь̏	nъ	no	C		81	1	4	cc				but God wouldn't frown upon His servant by leaving her to lie without memory										
ni+	ни+	ni	ni	C		81	2	11	cc														
táko	тáко	tako	taka	Pr		81	3	4	advmod														
prě´zrě`	прѣ́зрѣ̀	prězrě	prezra	Vmia3se		81	4	0	root														
bь	бь	bъ	bog	Nmsny		81	5	4	nsubj														
svojù	свою̀	svoju	svoi	Afsay		81	6	7	amod	poss													
rábou	рáбоу	rabou	raba	Nfsay		81	7	4	obj														
na	на	na	na	Sl		81	8	9	case					1									
mnózě	мно́зѣ	mnozě	mnogo	R		81	9	11	advmod														
bezь_pamétnoù	безь_паме́тноу̀	bezъpametnou	bezpameten	Afsan		81	10	11	obl	pred													
léžati.	ле́жати.	ležati	leža	Vmn---i		81	11	4	advcl					1									
nìže	нѝже	niže	niže	C		81	12	14	cc				nor (by) leaving that untainted body (of her) to rot (ʺby corruptionʺ)										
tljeʺjù	тлѥ̏ю̀	tljeju	tlja	Nfsin		81	13	14	obl							Miklosich: tlěnije 'diafѳora, corruptio'							
rastlě´ti+	растлѣ́ти+	rastlěti	raztleja	Vmn---e		81	14	11	conj														
se	се	se	se	Px---a		81	15	14	expl														
ne+	не+	ne	ne	Qz		81	16	17	amod														
poróčnomou	поро́чномоу	poročnomou	poročen	Ansdy		81	17	19	amod					1									
w´nómu	ѡ́но́мꙋ	onomu	on	Pd-nsd		81	18	19	det	p_nom													
tě´lesi.	тѣ́леси.	tělesi	tělo	Nnsdn		81	19	14	obl	iobj													
																							
Nьʺ	Нь̏	nъ	no	C		82	1	6	cc				but He shown a miraculous wonder on it										
i+	и+	i	i	C		82	2	4	amod														
w´+	ѡ́+	o	o (2)	Sl		82	3	4	case														
sémь	се́мь	semъ	sii	Pd-nsl		82	4	6	obl														
čjúdo	чю́до	čjudo	čudo	Nnsnn		82	5	6	obj														
po_káza	по_кáза	pokaza	pokaža	Vmia3se		82	6	0	root					1									
dívno..	ди́вно..	divno	diven	Ansnn		82	7	5	amod														
																							
Stlь´p'niku	Стль́п͛никꙋ	stlъpniku	stъlpnik	Nmsdy		83	1	9	nsubj				as one hermit was fasting and dedicating himself to God somewhere nearby			Berl.d.: (T)ogízĭ ně´koĭ póstnikъ támъ ně´ide blízo sedě´šyʺ na+edínъ stlъ´pъ, v'+bez_glъ´č'no mě´sto, i+póstešĭ+sę potaéno, i+podkánešĭ sébe+sĭ bgu da+utъk'mì.							
